nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"ISOPLACA","CL SIETE PICOS (DE) 12",28108,"POLIGONO INDUSTRIAL",+34691232115,NO DISPONIBLE,"alcobendas@isoplaca.com","http://www.bricomadrid.com","JOSE LUIS GONZALEZ","","FERRETERIAS. MENAJE","FERRETERIA INDUSTRIAL AISLAMIENTO",40.53690952,-3.65988669
"IT RENTING","CL GRANJA (DE LA) 82",28108,"POLIGONO INDUSTRIAL",+34914905173,+34915901682,"info@itrenting.com","http://www.itrenting.com","ELENA PEREZ","","INFORMATICA","RENTING EQUIPOS INFORMATICOS",40.53461370,-3.65673098
"ITALFARMACO","CL SAN RAFAEL (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916572323,+34916572372,"jgarcia@itfsp.com","http://www.itfsp.com","JOSE GARCIA MARIN","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","LABORATORIO FARMACEUTICO",40.52559861,-3.66007610
"ITANCIA","CL REYES CATOLICOS (DE LOS) 6",28108,"POLIGONO INDUSTRIAL",+34916591092,NO DISPONIBLE,"jclmoya@itancia.com","http://www.itancia.com","JUAN CARLOS LOPEZ MOYA","","INFORMATICA","VENTA AL POR MAYOR DE EQUIPOS ELECTRONICOS, TELECOMUNICACIONES Y COMPONENTES",40.53652585,-3.65212849
"ITCONIC","CL VALGRANDE (DE) 6",28108,"POLIGONO INDUSTRIAL",+34902335599,NO DISPONIBLE,"info@itconic.com","http://www.itconic.com","DPTO. COMERCIAL","","INFORMATICA","ACTIVIDADES FINANCIERAS DE SEGUROS",40.53639748,-3.64916979
"ITF MEDILAB FARMA","CL SAN RAFAEL (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916572323,NO DISPONIBLE,"italfarmaco@itfsp.com","http://www.Iitfsp.com","JOSE GARCIA MARIN","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","FARMACEUTICA",40.52559861,-3.66007610
"ITF RESEARCH PHARMA","CL SAN RAFAEL (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916572323,NO DISPONIBLE,"jgarcia@itfsp.com","http://www.Iitfsp.com","JOSE GARCIA MARIN","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","FARMACEUTICA",40.52559861,-3.66007610
"ITURRINO, SUMINISTROS INDUSTRIALES","AV VALDELAPARRA (DE) 31 -NAVE - F",28108,"POLIGONO INDUSTRIAL",+34916613612,+34916618636,"iturrino@iturrino.net","http://www.iturrino.net","MARTA ITURRINO","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","VENTA DE ACEROS Y METALES",40.53886393,-3.64849321
"ITV ALCOBENDAS","CR FUENCARRAL (DE) 100",28108,"POLIGONO INDUSTRIAL",+34914901117,NO DISPONIBLE,"itv2833@itevelesa.com","http://www.itevelesa.com","LUIS ANGEL MARTIN","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","INSPECCION TECNICA DE VEHICULOS",40.51888227,-3.65470622
"IZASA SCIENTIFIC","CL ARAGONESES (DE LOS) 13",28108,"POLIGONO INDUSTRIAL",916630500/900822280,NO DISPONIBLE,"atencioncliente@izasacientific.com","http://www.izasa.com","MILAN GONZALEZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","DISTRIBUIDORES DE MATERIAL DE LABORATORIO HOSPITAL E INSTRUMENTACION CIENTIFICA",40.52319270,-3.66108487
"IZO SYSTEM","AV INDUSTRIA (DE LA) 4 - EDIFICIO - 3 1º  B",28108,"POLIGONO INDUSTRIAL",918054900/902116833,+34918054902,"mercedes.lopez@izo.es","http://www.izo.es","MERCEDES LOPEZ","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA SALES Y BUSINES DEVELOPMENT",40.53543008,-3.64232167
"J. ABAD","CL GUZMAN EL BUENO (DE) 13",28108,"POLIGONO INDUSTRIAL",+34914902590,NO DISPONIBLE,"almacenalcobendas@jabadcodelco.es","http://www.jabadcodelco.es","JOSE LUIS GARCIA","","CLIMATIZACION: CALEFACCION - AIRE ACONDICIONADO Y CHIMENEAS","MATERIALES Y PRODUCTOS DE CALEFACCION, FONTANERIA, A/A, GAS Y ENERGIA SOLAR",40.52889238,-3.65637923
"JAM HOLDING","AV INDUSTRIA (DE LA) 4 -EDIF 2 ESC 2",28108,"POLIGONO INDUSTRIAL",669426799/916574826,NO DISPONIBLE,"mmarquez@aryan.es","NO DISPONIBLE","MARIO MARQUEZ","","INMOBILIARIAS Y CONSTRUCTORAS","PROMOCION Y ALQUILER DE INMUEBLES",40.53543008,-3.64232167
"JAMSA","CL GRANJA (DE LA) 90",28108,"POLIGONO INDUSTRIAL",+34916611085,+34916615445,"administracion@comercialjamonera.com","http://www.comercialjamonera.com","JUAN MANUEL PINILLA SANCHEZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","DISTRIBUCION DE JAMONES Y EMBUTIDOS IBERICOS . MARCA JAMSA Y OTRAS MARCAS",40.53548238,-3.65558983
"JANFER ALCOBENDAS","AV INDUSTRIA (DE LA) 37 -39",28108,"POLIGONO INDUSTRIAL",+34918753131,NO DISPONIBLE,"arene@janfer.com","http://www.janfer.com","AMELIA REÑE ANTON","","TEXTIL HOGAR Y RETALES. TAPICERIA. ROPA DE TRABAJO","VESTUARIO LABORAL Y EPI'S",40.53389907,-3.65273873
"JAROGA","CL PALENCIA (DE) 8",28100,"CASCO URBANO",+34657945337,NO DISPONIBLE,"javierroga@yahoo.es","NO DISPONIBLE","JAVIER RODRIGUEZ GARCIA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA",40.55044263,-3.63959117
"JENOPTIK","AV INDUSTRIA (DE LA) 13 PISO 1º-14",28108,"POLIGONO INDUSTRIAL",914840219/665388447,NO DISPONIBLE,"info.es@jenoptik.com","http://www.jenoptik.com","NO DISPONIBLE","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","VENTA, REPARACION  DE APARATOS DE MEDIDA DE PRECISION",40.53516074,-3.64723116
"JESUS RODRIGUEZ SUAREZ, S.A.","CL GRANJA (DE LA) 33",28108,"POLIGONO INDUSTRIAL",+34916614177,+34916614251,"jerosu@jerosu.com","http://www.jerosu.com","JESUS RODRIGUEZ SUAREZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","REPRESENTACION Y DISTRIBUCION DE PRODUCTOS ALIMENTICIOS",40.53289998,-3.65720263
"JG AUTOMOTIVE","AV INDUSTRIA (DE LA) 32 - D , LOCAL 2",28108,"POLIGONO INDUSTRIAL",+34916573749,+34916627217,"cindy.gomez@jgautomotive.com","http://www.jgautomotive.com","CINDY GOMEZ","","PRODUCCION DE PIEZAS DE PRECISION. RODAMIENTOS","DESARROLLO DE COMPONENTES DE AUTOMOCION",40.53425345,-3.65158382
"JOHNSON CONTROLS","CL VALPORTILLO II (DE) 16",28108,"POLIGONO INDUSTRIAL",+34917242100,NO DISPONIBLE,"be-atencion.clientes@jci.com","http://www.johnsoncontrols.es","MANUEL FLORES","","SERVICIOS DE FUMIGACION. PROTECCION ANTIINCENDIOS","FABRICACION, INSTALACION Y MANTENIMIENTO DE SISTEMAS DE CLIMATIZACION",40.53318462,-3.65565272
"JOMA ESPAÑA 2","PS PARQUES (DE LOS) 14",28109,"CASCO URBANO",+34649912331,NO DISPONIBLE,"marta.reol@joma2marketing.com","NO DISPONIBLE","MARTA REOL JIMENEZ","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","PUBLICIDAD Y COMUNICACIÓN. EVENTOS, DISEÑO Y PRODUCCION Y COMPRA DE MEDIOS",40.51143421,-3.64801571
"JUNIPER NETWORKS SPAIN","AV EUROPA (DE) 19 - MODULO A BAJO",28108,"PARQUE EMP. MORALEJA",+34914143400,NO TIENEN,"mgamero@juniper.es","http://www.juniper.net","ARTURO SOTILLO ALONSO","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","TELECOMUNICACIONES",40.51513865,-3.65644302
"JURCAL","CL VALGRANDE (DE) 27 - NAVE 11",28108,"POLIGONO INDUSTRIAL",+34916622274,+34916616704,"calidad@jurcal.es","http://www.jurcal.es","JULIAN CALDERON BRAÑA","","MAYORISTAS","COMERCIO AL POR MAYOR DE OTROS PRODUCTOS NCOP",40.53913183,-3.65422956
"JUSHI SPAIN","AV TRANSICION ESPAÑOLA 24 EDIFICIO GAMMA - PLANTA 3ª",28108,"CASCO URBANO",+34917678817,+34917678818,"nicanor.amor@jushispain.com","http://www.jushi.com","NICANOR AMOR GONZALEZ","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","FABRICACION Y COMERCIALIZACION DE FIBRA DE VIDRIO",
"KARMAC EDIFICIOS","CL SAN JOSE ARTESANO (DE) 1 -PORTAL 1  PLANTA 2ª",28108,"POLIGONO INDUSTRIAL",+34916610781,+34916613118,"beatriz@adt.es","NO DISPONIBLE","BEATRIZ RODRIGUEZ","","CENTRO DE NEGOCIOS. ESPACIOS EN ALQUILER","ALQUILER DE OFICINAS",40.52979004,-3.65666286
"KATERING JOSE LUIS","AV INDUSTRIA (DE LA) 35",28108,"POLIGONO INDUSTRIAL",914844300 / 914844303,+34914844301,"katering@joseluis.es","http://www.joseluis.es","JULIA RIVERO","","SUMINISTROS PARA HOSTELERIA. SERVICIOS DE CATERING","CATERING, SERVICIO A DOMICILIO",40.53401921,-3.65188309
"KEIKEN ENGINEERING","CR FUENCARRAL (DE) 44 - EDIFICIO 7, OFICINA 28 D  CAMPUS TRIBECA",28108,"POLIGONO INDUSTRIAL",+34910577254,NO DISPONIBLE,"info@keiken.es","http://www.keiken-engineering.com","FERNANDO PORTILLO VALLES","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA DE GESTION DE PROYECTOS, INGENIERIA Y EFICIENCIA ENERGETICA",40.51888227,-3.65470622
"KEMP PERSONAS & NEGOCIOS","CR FUENCARRAL (DE) 44",28108,"POLIGONO INDUSTRIAL",+34916220957,NO DISPONIBLE,"info@kemp.es","http://www.kemp.es","MIRELLA DURANTES","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA  E INFORMACION",40.51888227,-3.65470622
"KEYDEA COMUNICACIÓN","AV INDUSTRIA (DE LA) 37 - 39  PLANTA 3º, OFICINA 4",28108,"POLIGONO INDUSTRIAL",+34913767118,NO DISPONIBLE,"agomez@keydea.es","http://www.keydea.es","ALEJANDRA GOMEZ","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","MARKETING IN STORE, TRADE MARKETING, MARKETING PROMOCIONAL Y EVENTOS",40.53389907,-3.65273873
"KEYTRON, S.A.","AV DOCTOR SEVERO OCHOA (DEL) 31 - 2ª PLANTA",28100,"PARQUE EMP. CASABLANCA",+34916626171,+34916625910,"eprieto@keytron.com","http://www.keytron.com","EVA MARIA PRIETO MARTINEZ","","INFORMATICA","REDES Y EQUIPAMIENTO INFORMATICO",40.54143544,-3.65249238
"KIKOS CATERING, S.L.","CL VALPORTILLO I (DE) 5",28108,"POLIGONO INDUSTRIAL",+34607800515,NO DISPONIBLE,"NO DISPONIBLE","http://www.kikoscatering.com","FRANCISCO FERNANDEZ","","SUMINISTROS PARA HOSTELERIA. SERVICIOS DE CATERING","HOSTELERIA-CATERING",40.53033366,-3.65403627
"KROMATEK","CL VALGRANDE (DE) 20 - NAVE 17",28108,"POLIGONO INDUSTRIAL",913604496 / 653986670,+34913604496,"sergioalan@kromatek.net","http://www.kromatek.es","SERGIO ALAN","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","IMPRESIÓN GRAN FORMATO - ROTULACION",40.53887035,-3.65174187
"L SOTO MONTESINOS","CL PABLO PICASSO (DE) 8 - 6 C/ TRAVESIA MADRID 10",28100,"CASCO URBANO",+34916637352,NO DISPONIBLE,"josespe@gmeil.com","NO DISPONIBLE","ESPERANZA SOTO FERNANDEZ","","EQUIPOS Y MATERIAL  DE OFICINA","MATERIAL DE OFICINA VENTA Y REPARACION. DISEÑO DE PAGINAS WEB",40.54066490,-3.63501763
"LA CUBETA - ESPACIO CREATIVO","PS FUENTE LUCHA (DE) 8 - (LOCAL)",28100,"CASCO URBANO",919398755  /   622934803,NO DISPONIBLE,"hola@lacubeta.es","http://www.parpadeobodas.com","GONZALO INFIESTA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","PRODUCCIONES AUDIOVISUALES Y FOTOGRAFICAS",40.55845959,-3.65948627
"LA GRANJA NUEVE","CL GRANJA (DE LA) 9",28108,"POLIGONO INDUSTRIAL",+34649121180,NO DISPONIBLE,"lagranjanueve@gmail.com","http://www.lagranja9.com","MIGUEL GUILLEN","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","RESTAURACION",40.52807122,-3.65874057
"LA MAREA","AV VALDELAPARRA (DE) 27",28108,"POLIGONO INDUSTRIAL",+34916616593,NO DISPONIBLE,"NO DISPONIBLE","NO DISPONIBLE","MIGUEL FRAILE","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","COMERCIO AL POR MENOR DE PRODUCTOS DE TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS",40.53889230,-3.64696818
"LA OCA","CL VALGRANDE (DE) 14 - NAVE 28",28108,"POLIGONO INDUSTRIAL",+34916612710,+34916611420,"g.martin@laoca.es","http://www.laoca.com","GLORIA MARTIN","","LOGISTICA Y ALMACENAJE","ALMACEN DE MUEBLES",40.53884703,-3.65025208
"LA PLAZA DEL GOLF","AV EUROPA (DE) 10",28108,"CASCO URBANO",916614444 / 916625516,NO DISPONIBLE,"c.osa@golfpark.es","http://www.golfpark.es","ANTONIO ROMERO HUESA","","GIMNASIOS, DANZA Y OTRAS INSTALACIONES DEPORTIVAS","ACTIVIDADES DEPORTIVAS, PERFECCIONAMIENTO DEL DEPORTE",40.51943587,-3.65732812
"LA SELVA","AV VALDELAPARRA (DE) 27 - FASE III, NAVE 7",28108,"POLIGONO INDUSTRIAL",+34916610576,+34916616697,"laselva@laselva.es","http://www.laselva.es","MERCEDES CABALLERO","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","FABRICANTES DE EMBUTIDOS COCIDOS",40.53889230,-3.64696818
"LA VILLA","CL VALPORTILLO I (DE) 22",28108,"POLIGONO INDUSTRIAL",+34914901673,NO DISPONIBLE,"nataliapatane@hotmail.com","NO DISPONIBLE","IVAN PIETRI","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","BAR",40.53297104,-3.65390467
"LABORATORIOS FARMACEUTICOS LOGOGEN","CL SAN RAFAEL (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916572323,+34916572372,"jgarcia@itfsp.com","http://www.itfsp.com","JOSE GARCIA MARIN","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","LABORATORIO FARMACEUTICO",40.52559861,-3.66007610
"LABORATORIOS FARMACEUTICOS VALOMED","CL SAN RAFAEL (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916572323,+34916572372,"jgarcia@itfsp.com","http://www.Iitfsp.com","JOSE GARCIA MARIN","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","LABORATORIO FARMACEUTICO",40.52559861,-3.66007610
"LACADOS ESPECIALES 2005","CL VALGRANDE (DE) 20 - NAVE 10",28108,"POLIGONO INDUSTRIAL",916619751 / 678381858,+34916619751,"lacados2005@gmail.com","http://www.lacadosdigoin.com","MIGUEL A. SAN ROMAN","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","TRATAMIENTO Y RECUBRIMIENTO DE LOS METALES",40.53873548,-3.65188050
"LACROIX CITY","CL FRANCISCO GERVAS (DE) 12",28108,"POLIGONO INDUSTRIAL",+34918049970,NO DISPONIBLE,"v.acedo@lacroix-city.com","http://www.lacroixcity.com","VIRGINIA ACEDO","","OBRAS PUBLICAS. SEÑALIZACION DE CARRETERAS Y FERROVIARIAS","INFRAESTRUCTURAS DE CARRETERAS",40.53295734,-3.65190662
"LACROIX SOFREL","CL FRANCISCO GERVAS (DE) 12",28108,"POLIGONO INDUSTRIAL",+34915100800,+34914167208,"s.contreras@lacroix-sofrel.com","http://www.lacroix-sofrel.es","SONIA CONTRERAS","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","COMERCIALIZACION EQUIPOS ELECTRICOS PARA EL TELECONTROL DE REDES DE AGUA",40.53295734,-3.65190662
"LAFARGE","CL ARROYO DE LA VEGA (DEL) 4",28108,"POLIGONO INDUSTRIAL",+34914905500,NO DISPONIBLE,"recepcion.madrid@lafargeholcim.com","http://www.lafarge.com.es","JORGE SANCHEZ","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","FABRICACION DE HORMIGON",40.53278414,-3.65817209
"LAFUENTE ESCENOGRAFIA","CL REYES CATOLICOS (DE LOS) 6 -NAVE 1",28108,"POLIGONO INDUSTRIAL",+34916620889,+34916625811,"escenografiaef@infonegocio.com","http://www.lafuenteescenografia.com","ENRIQUE DE FRANCISCO","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","DECORADOS, CINE, TV, MUSEOS Y STAND",40.53652585,-3.65212849
"LAMBDA ANTENAS","CL CALABOZOS (DE LOS) 13 - NAVE 3 - 4",28108,"POLIGONO INDUSTRIAL",+34916616960,+34916618438,"comercial@lambdaantenas.es","http://www.lambdaantenas.es","JOSE MARIA SOPEÑA QUESADA","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","SOLUCIONES DE INGENIERÍA",40.52922514,-3.65273756
"LANG & CIA","CL VALPORTILLO I (DE) 5 OF. 6 Y 7",28108,"POLIGONO INDUSTRIAL",+34914350816,NO DISPONIBLE,"lang@langycia.es","http://www.langycia.es","ANTONIO VIDATES","","CARPINTERIA Y EBANISTERIA","BROKER DE MADERAS",40.53033366,-3.65403627
"LAST LAP","CL GRANJA (DE LA) 22",28108,"POLIGONO INDUSTRIAL",+34916611500,+34916615039,"oscar.villa@lastlap.com","http://www.lastlap.com","OSCAR VILLA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","EVENTOS, PUBLICIDAD DEPORTIVOS",40.52958606,-3.65787118
"LATONES DEL CARRION","CL ANABEL SEGURA (DE) 11 EDF. A, 3ºD, CENTRO DE NEGOCIOS ALBASTROS",28100,"ARROYO DE LA VEGA",917214785 / 917211458,+34917211458,"info@latones.es","http://www.latonesdelcarrion.com","PEDRO MOLINA","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","FABRICACION Y DISTRIBUCION DE LINGOTES Y BARRA DE LATON",40.53329719,-3.62708410
"LAVADERO GORILA AZUL","AV VALDELAPARRA (DE) 3",28100,"POLIGONO INDUSTRIAL",674254700/695466007,NO DISPONIBLE,"gorilaazulalcobendas@gmail.com","http://www.lavaderoalcobendas.es","JUAN","","LAVADO Y ENGRASE DE VEHICULOS","LAVADERO DE COCHES",40.53737784,-3.64234265
"LAVANDA CLEAN CAR","CL VALGRANDE (DE) 23 ACCESO F",28108,"POLIGONO INDUSTRIAL",912300500 / 667250285,NO DISPONIBLE,"ws.ceita1984@gmail.com","http://www.lavandacleancar.com","WILSON SILVA","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","ALQUILER DE COCHES",40.53803681,-3.65231875
"LAVANDERIA MANILVA","AV INDUSTRIA (DE LA) 32 -D, NAVE 5",28108,"POLIGONO INDUSTRIAL",657899243 / 691600247,NO DISPONIBLE,"daniel.abalmanilva@gmail.com","http://www.lavanderiamanilva.es","DIEGO ABAL","","TINTORERIA, LAVANDERIA  Y PLANCHADO","LAVANDERIA",40.53412153,-3.65245488
"LEASEPLAN SERVICIOS","AV BRUSELAS (DE) 8",28108,"ARROYO DE LA VEGA",902400520 / 670916217,+34914908790,"mpozuelo@leaseplan.com","http://www.leaseplan.es","MERCEDES POZUELO","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","RENTING COCHES",40.53069576,-3.62944399
"LECTORVISION","CL GRANJA (DE LA) 30",28108,"POLIGONO INDUSTRIAL",+34916510644,NO DISPONIBLE,"info@lectorvision.com","http://www.lectorvision.com","ROBERTO RUIZ FERNANDEZ","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","SISTEMA AUTOMATICO OCR, LECTURA DE MATRICULAS EN PARKING Y VIA PUBLICA",40.53131826,-3.65733509
"LEGA RAMOS INMOBILIARIA","AV INDUSTRIA (DE LA) 8 3º PLANTA, OFICINA 7",28108,"POLIGONO INDUSTRIAL",+34916611815,+34916618528,"arduran@enfusa.com","http://www.lrinmobiliaria.es","ANTONIA RODRIGUEZ DURAN","","INMOBILIARIAS Y CONSTRUCTORAS","INMOBILIARIA",40.53525212,-3.64306522
"LEONARDO VAZQUEZ","CL CALABOZOS (DE LOS) 14",28108,"POLIGONO INDUSTRIAL",916611847 - 916611990,+34916611913,"tomas@leonardovazquez.com","http://www.leonardovazquez.com","LEONARDO VAZQUEZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","DISTRIBUCION DE PRODUCTOS DE ALIMENTACION",40.52933987,-3.65292415
"LEXINGTON","CL CALENDULA (DE LA) 93 - EDIFICIO E MINIPARC III",28109,"MINI-PARC",+34917912900,+34917912901,"manager.lamoraleja@lexington-ibc.com","http://www.lexington-ibc.com","RUT VEGA","","CENTRO DE NEGOCIOS. ESPACIOS EN ALQUILER","ALQUILER DE ESPACIOS / OFICINAS. CENTRO DE NEGOCIOS",40.52774217,-3.64515090
"Liana Construcciones y Diseño de Interiores","CL DALIA (DE LA) -S/N",28109,"CASCO URBANO",+34606193487,NO DISPONIBLE,"rincon@lianajardines.es","NO DISPONIBLE","CRISTINA RUIZ RINCON","","INMOBILIARIAS Y CONSTRUCTORAS","CONSTRUCCION, PROMOCION, DECORACION DE INTERIORES Y REFORMAS DE TODA CLASE DE INMUEBLES. LOS SERVICIOS DE PAISAJISMO",40.52433701,-3.63873734
"LIBRA SERVICIOS AUXILIARES","CL GRANJA (DE LA) 86 - 2ª",28108,"POLIGONO INDUSTRIAL",+34914841452,+34914841459,"info@libraserviciosauxiliares.es","http://www.libraserviciosauxiliares.es","DAVID RODRIGUEZ","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","SERVICIOS AUXILIARES",40.53538748,-3.65671522
"LILLY","AV INDUSTRIA (DE LA) 30",28108,"POLIGONO INDUSTRIAL",+34916635000,+34916635371,"carvajal_ana@lilly.com","http://www.lilly.es","JUAN PEDRO HERRERA PEREZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","FABRICACION Y COMERCIALIZACION DE PRODUCTOS FARMACEUTICOS",40.53425345,-3.65158382
"LILLY, S.A.","CL REYES CATOLICOS (DE LOS) 4",28108,"POLIGONO INDUSTRIAL",+34916635077,NO DISPONIBLE,"perez_abel@lilly.com","http://www.lilly.com","ABEL PEREZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","PRODUCTOS FAMACEUTICOS",40.53634981,-3.65109787
"LIQUID INVESTMENTS","CR FUENCARRAL (DE) 44 - EDIF. 4A PUERTA 20,21",28108,"POLIGONO INDUSTRIAL",+34916611400,+34916624972,"cfuentes@hidafa.com","http://www.hidafa.com","JESUS GONZALEZ","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ARRENDAMIENTOS DE INMUEBLES POR CUENTA PROPIA",40.51888227,-3.65470622
"LIVIT","CL ANABEL SEGURA (DE) 10 -EDIF. FITENI PLANTA SEMISOTANO",28100,"ARROYO DE LA VEGA",+34913770019,NO DISPONIBLE,"a.moreno@livit.design","http://www.livit.design","MIGUEL GELADO","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","ARQUITECTURA E INGENIERIA",40.53420975,-3.62762211
"LOGALTY","AV INDUSTRIA (DE LA) 49 EDF. KONECTA",28108,"POLIGONO INDUSTRIAL",+34915145800,NO DISPONIBLE,"logalty@logalty.com","http://www.logalty.com","LORENA","","LOGISTICA Y ALMACENAJE","LOGISTICA",40.53373291,-3.65465395
"LOGICSOFTWARE","AV INDUSTRIA (DE LA) 13 - PLANTA 1 OFF 22",28108,"POLIGONO INDUSTRIAL",+34916620686,+34916616233,"lgs@logicsoftware.es","http://www.logicsoftware.es","MARIBEL MARTIN","","INFORMATICA","SOFTWARE",40.53516074,-3.64723116
"LOGISTA","CL ARAGONESES (DE LOS) 9",28108,"POLIGONO INDUSTRIAL",914903750/608726260,NO DISPONIBLE,"lmsolera@logista.es","http://www.logista.es","LUIS MIGUEL SOLERA GARCIA","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","DISTRIBUCION DE TABACO",40.52349728,-3.66068960
"LONJAS TECNOLOGIA","CL ARAGONESES (DE LOS) 9 - BIS",28108,"POLIGONO INDUSTRIAL",+34914519700,+34914429117,"info@lonjastec.es","http://www.lonjastec.es","DELIA TIRVI","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","MONTAJE DE PLANTAS DE COGENERACION(APROVECHAMIENTO DE CALOR COMO ENERGIA)",40.52349728,-3.66068960
"LORAN MOTOR","CL CONSTITUCION (DE LA) 11",28100,"CASCO URBANO",+34914840679,+34916614210,"gerencia@loranmotor.skoda.es","http://www.grupofereauto.com","DANIEL FERNANDEZ DELGADO","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER MECANICO DE CHAPA Y PINTURA",40.54164464,-3.63458836
"LOSUR OVERSEAS","AV INDUSTRIA (DE LA) 4 EDF. 1, 2º B",28108,"POLIGONO INDUSTRIAL",+34916613329,NO DISPONIBLE,"infolosur@losur.es","NO DISPONIBLE","BEATRIZ DE LUCAS, ANGELA PRIETO, JAVIER URETA","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","TRADING MATERIAS PRIMAS",40.53543008,-3.64232167
"LTM","CR FUENCARRAL (DE) 44 PORTAL 4B, OFICINA 10",28108,"POLIGONO INDUSTRIAL",+34912919301,NO DISPONIBLE,"sonia.vega@ltmedioambiente.com","http://www.ltmedioambiente.com","SONIA VEGA","","MEDIOAMBIENTE. RECUPERACION Y RECICLADO","PLANTAS DE  TRATAMIENTO DE RESIDUOS Y VERTEDEROS PARA LATINOAMERICA",40.51888227,-3.65470622
"LUBRICANTES Y ADITIVOS BARDAHL","AV INDUSTRIA (DE LA) 32 - 2ª PLANTA EDIFICIO PAYMA",28108,"POLIGONO INDUSTRIAL",+34916626189,+34916625900,"cbariego@bardahl.com","http://www.bardahl.es","CARLOS BARIEGO LOPEZ","","SECTOR QUIMICO","DISTRIBUCION DE LUBRICANTES Y ADITIVOS",40.53425345,-3.65158382
